STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,EVAP,HDSD,HTDD,MN01,MX01,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WDMV,WSF2,WSF5
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2009-12,,,,12,6,0,0,,,,,,,0,0,1.88,,,,,,,5.54,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-01,,,,6,5,0,0,,,,,,,0,0,0.43,,,,,,,1.62,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-02,,,,9,5,0,0,,,,,,,0,0,7.9,,,,,,,10.08,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-03,,,,10,6,0,0,,,,,,,0,0,1.2,,,,,,,3.65,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-04,,,,10,8,0,0,,,,,,,0,0,2.41,,,,,,,6.91,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-05,,,,11,5,0,0,,,,,,,0,0,1.68,,,,,,,3.24,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-06,,,,18,10,0,0,,,,,,,0,0,1.3,,,,,,,4.72,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-07,,,,15,13,0,0,,,,,,,0,0,1.47,,,,,,,6.58,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-08,,,,18,12,0,0,,,,,,,0,0,1.68,,,,,,,9.72,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-09,,,,22,16,0,0,,,,,,,0,0,2.78,,,,,,,16.76,,0,,,,,,,,,
USC00081800,"COOPER CITY, FL US",26.04722,-80.28389,3.4,2010-10,,,,1,0,0,0,,,,,,,0,0,0.04,,,,,,,0.04,,0,,,,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-01,,128,128,5,0,0,0,0,0,0,28,0,42,0,0,0.07,81,,51,36,,,0.12,,0,67.9,74.6,61.2,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-02,,247,119,4,1,0,0,0,0,0,24,0,38,0,0,0.13,78,,99,48,,,0.17,,0,67.5,73.3,61.8,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-03,,466,220,7,4,0,0,0,0,0,29,0,48,0,0,1.11,81,,113,13,,,2.53,,0,71.7,76.7,66.6,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-04,,790,323,3,1,0,0,0,0,0,29,0,55,0,0,0.33,88,,118,5,,,0.42,,0,75.6,80.5,70.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-05,,1222,432,14,10,0,0,0,0,0,30,0,70,0,0,2.26,86,,118,0,,,5.35,,0,79.4,83.5,75.3,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-06,,1735,513,19,11,0,0,0,0,0,30,4,68,0,0,2.88,96,,118,0,,,8.97,,0,82.1,87.7,76.5,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-07,,2314,579,13,8,0,0,0,0,0,31,14,74,0,0,1.07,91,,0,0,,,3.59,,0,83.7,89,78.4,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-08,,2926,612,15,8,0,0,0,0,0,31,12,74,0,0,1.7,91,,0,0,,,5.54,,0,84.7,89.3,80.1,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-09,,3472,546,19,14,0,0,0,0,0,30,5,74,0,0,1.76,93,,0,0,,,8.68,,0,83.2,88.5,77.9,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-10,,3980,508,11,6,0,0,0,0,0,31,1,59,0,0,0.29,90,,0,0,,,1.41,,0,81.4,86.1,76.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-11,,4297,316,8,3,0,0,0,0,0,30,0,54,0,0,1.75,87,,4,4,,,2.56,,0,75.4,80.7,70.1,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2009-12,,4544,247,8,5,0,0,0,0,0,27,0,49,0,0,2.27,84,,28,24,,,5.28,,0,72.2,77.7,66.6,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-01,,97,97,7,2,0,0,0,0,0,19,0,35,0,0,0.36,81,,200,172,,,0.83,,0,62.6,69.9,55.3,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-02,,160,63,8,6,0,0,0,0,0,17,0,43,0,0,2.3,79,,312,112,,,3.47,,0,63.3,70.7,55.8,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-03,,250,90,8,8,0,0,0,0,0,23,0,44,0,0,0.84,79,,364,52,,,2.73,,0,66.2,73.1,59.3,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-04,,534,284,,,0,0,0,0,0,30,0,59,0,0,,83,,364,0,,,,,0,74.5,78.4,70.5,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-05,,1016,482,5,2,0,0,0,0,0,31,0,71,0,0,0.27,87,,364,0,,,0.47,,0,80.6,84.5,76.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-06,,1616,600,,,0,0,0,0,0,30,15,71,0,0,,92,,364,0,,,,,0,85,89.4,80.6,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-07,,2210,594,15,6,0,0,0,0,0,31,9,73,0,0,1.2,91,,0,0,,,3.35,,0,84.2,88.7,79.6,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-08,,2814,604,12,10,0,0,0,0,0,31,24,74,0,0,2.11,92,,0,0,,,7.44,,0,84.5,89.4,79.6,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-09,,3376,562,16,10,0,0,0,0,0,30,4,75,0,0,3.19,90,,0,0,,,8.24,,0,83.7,87.8,79.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-10,,3811,435,7,3,0,0,0,0,0,31,0,68,0,0,0.5,88,,0,0,,,1.32,,0,79,84.1,73.9,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-11,,4097,286,10,2,0,0,0,0,0,29,0,55,0,0,0.58,85,,5,5,,,0.93,,0,74.4,79.3,69.4,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2010-12,,4144,47,4,2,0,0,0,0,0,19,0,37,0,0,0.3,83,,152,147,,,0.64,,0,61.8,70.1,53.4,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-01,,110,110,9,1,,,0,0,0,25,0,45,,,1.41,81,,210,57,,,1.6,,,66.7,73.6,59.8,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-02,,307,197,3,0,,,0,0,0,27,0,54,,,0.06,81,,218,8,,,0.08,,,71.7,76.9,66.6,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-03,,557,250,6,3,,,0,0,0,31,0,54,,,0.39,84,,221,3,,,1.03,,,73,78.3,67.6,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-04,,984,427,6,5,,,0,0,0,30,0,68,,,1.46,86,,221,0,,,2.91,,,79.2,83.8,74.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-05,,1451,467,6,2,,,0,0,0,31,0,66,,,3.24,87,,221,0,,,5.65,,,80.1,84.4,75.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-06,,1995,544,13,2,,,0,0,0,30,6,74,,,1.5,91,,221,0,,,2.32,,,83.1,87.6,78.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-07,,2598,603,16,8,,,0,0,0,31,13,75,,,1.55,92,,0,0,,,5.65,,,84.5,88.9,80,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-08,,3238,639,18,14,,,0,0,0,31,26,77,,,1.68,92,,0,0,,,6.5,,,85.6,90.2,81.1,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-09,,3845,607,14,9,,,0,0,0,30,15,74,,,0.84,91,,0,0,,,3.17,,,85.2,89.1,81.4,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-10,,4323,478,19,11,,,0,0,0,31,2,64,,,3.51,90,,0,0,,,11.64,,,80.4,84.5,76.4,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-11,,4672,349,10,5,,,0,0,0,30,0,57,,,1.51,85,,0,0,,,2.51,,,76.6,82.1,71.1,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2011-12,,4945,272,8,2,,,0,0,0,31,0,51,,,0.38,83,,6,6,,,0.67,,,73.6,79.4,67.7,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2012-01,,159,159,4,1,,,0,0,0,29,0,43,,,0.3,82,,52,46,,,0.36,,,68.6,76.9,60.3,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2012-02,,418,260,10,4,,,0,0,0,28,0,48,,,2.1,84,,70,18,,,3.09,,,73.3,78.9,67.8,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2012-03,,789,371,10,1,,,0,0,0,31,0,56,,,0.16,86,,70,0,,,0.46,,,77,81.9,72,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2012-04,,1117,328,12,8,,,0,0,0,30,1,53,,,2.91,90,,70,0,,,6.56,,,75.9,82.7,69.2,,,,,,
USC00081306,"CAPE FLORIDA, FL US",25.6719,-80.1566,1.8,2012-05,,1565,448,13,10,,,0,0,0,31,1,70,,,3.55,90,,70,0,,,11.57,,,79.4,84.8,74.2,,,,,,
