STATION,NAME,LATITUDE,LONGITUDE,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-02,,,,10,6,,,,,,,,,,,2.12,,,,4,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-03,,,,9,7,,,,,,,,,,,5.26,,,,7.42,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-04,,,,8,6,,,,,,,,,,,3.04,,,,7.52,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-05,,,,6,5,,,,,,,,,,,0.9,,,,2.28,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-06,,,,11,5,,,,,,,,,,,2.2,,,,6.58,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-07,,,,15,13,,,,,,,,,,,7.52,,,,15.76,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-09,,,,7,5,,,,,,,,,,,0.6,,,,1.33,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-10,,,,2,1,,,,,,,,,,,1.43,,,,1.51,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-11,,,,6,5,,,,,,,,,,,1.36,,,,3.29,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2012-12,,,,8,6,,,,,,,,,,,0.7,,,,2.93,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2013-01,,,,10,9,,,,,,,,,,,1.5,,,,6.59,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2013-02,,,,12,10,,,,,,,,,,,2.12,,,,9.08,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2013-03,,,,4,3,,,,,,,,,,,0.34,,,,0.6,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2013-04,,,,8,8,,,,,,,,,,,3.54,,,,15.07,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2013-05,,,,4,4,,,,,,,,,,,2,,,,4.92,,,,,,,,
USC00166666,"NEW ORLEANS ALGIERS, LA US",29.9508,-90.0511,2013-06,,,,12,10,,,,,,,,,,,2.21,,,,7.4,,,,,,,,
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-01,8.5,28,28,7,4,,,0,4,0,11,0,29,,,4.98,80,764,328,6.4,,55.3,65.1,45.6,190,190,33.1,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-02,10.1,55,27,9,4,,,0,0,0,14,0,34,,,2.84,80,967,202,4.39,,58.7,68.1,49.4,330,330,29.1,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-03,9.2,146,92,8,6,,,0,0,0,25,0,36,,,3.29,82,1048,81,5.07,,65.3,73.9,56.8,250,260,38.9,48
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-04,10.7,299,153,7,4,,,0,0,0,26,0,44,,,0.42,86,1086,38,1.33,,68.8,77.4,60.3,170,290,40,53
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-05,9.2,708,409,8,3,,,0,0,0,31,5,60,,,1.36,91,1086,0,2.63,,78.2,85.8,70.6,30,10,28,35
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-06,6.7,1256,547,6,4,,,0,0,0,30,22,66,,,1.17,101,1086,0,2.13,,83.2,92.2,74.4,340,10,36,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-07,6.5,1848,592,13,11,,,0,0,0,31,27,71,,,1.63,98,0,0,5.72,,84.1,92.2,75.9,280,280,40.9,49
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-08,4.9,2397,549,14,8,,,0,0,0,31,21,69,,,3.35,95,0,0,9.5,,82.7,90.4,75,360,360,32,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-09,6,2876,479,15,14,,,0,0,0,30,8,65,,,2.36,92,0,0,9.22,,81,87.5,74.4,130,120,30,43
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-10,8.7,3128,252,18,12,,,0,0,0,25,6,47,,,1.3,91,41,41,5.98,,71.8,79.5,64.1,330,180,29.1,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-11,7.2,3148,19,4,3,,,0,0,0,17,0,40,,,0.37,80,183,142,1.02,,60.9,69.9,52,20,50,29.1,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2009-12,9.8,3154,6,14,13,,,0,0,0,5,0,35,,,5.71,76,549,365,25.93,,53.4,60.8,46,220,220,31.1,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-01,8.9,5,5,6,4,,,0,9,0,6,0,21,,,1.2,79,1068,519,2.24,,48.4,57.3,39.5,90,80,33.1,47
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-02,9.2,5,0,14,8,,,0,2,0,1,0,30,,,2.36,73,1536,468,6.6,,48.3,56.7,39.9,330,330,25.9,33
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-03,8.9,14,9,10,5,,,0,0,0,13,0,37,,,1.7,80,1764,229,2.91,,57.9,67.7,48.1,30,30,40.9,52
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-04,8.7,169,155,4,3,,,0,0,0,30,0,54,,,1.65,87,1764,0,2.61,,70.2,79.3,61,150,180,32,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-05,7.8,632,463,8,6,,,0,0,0,31,13,63,,,2.74,94,1764,0,5.17,,79.9,88,71.9,360,350,31.1,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-06,4.9,1202,570,15,10,,,0,0,0,30,23,73,,,2.58,96,1764,0,10,,84,91.3,76.7,80,90,30,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-07,6.3,1812,610,12,10,,,0,0,0,31,22,74,,,2.88,97,0,0,6.67,,84.7,91.8,77.6,230,230,40.9,62
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-08,6.3,2431,619,18,15,,,0,0,0,31,23,74,,,1.97,100,0,0,11.73,,85,91.9,78,30,130,30,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-09,5.8,2942,511,4,1,,,0,0,0,30,22,62,,,0.22,94,0,0,0.33,,82,90.2,73.9,150,210,21,31
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-10,7.6,3168,226,7,3,,,0,0,0,31,1,50,,,0.23,90,2,2,0.73,,72.2,82.5,61.9,20,10,30,37
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-11,7.8,3237,69,7,5,,,0,0,0,18,0,39,,,0.88,83,122,119,2.75,,63.3,72.7,53.9,330,320,31.1,44
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2010-12,9.6,3246,8,6,4,,,0,2,0,8,0,27,,,1.1,79,544,422,2.17,,51.7,61.3,42,280,280,36.9,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-01,8.1,0,0,8,7,,,0,5,0,6,0,28,,,0.95,73,974,430,4.09,,51.1,60.4,41.8,100,90,36.9,54
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-02,8.9,66,66,6,4,,,0,6,0,15,0,29,,,0.5,84,1274,299,1.65,,56.7,66.4,46.9,210,200,30,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-03,8.7,172,106,6,5,,,0,0,0,26,0,45,,,3.83,85,1327,53,10.48,,66.7,75.8,57.6,300,290,47,77
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-04,11.2,451,279,1,1,,,0,0,0,29,0,49,,,0.35,89,1337,9,0.35,,74,82.9,65.1,260,250,44.1,61
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-05,9.4,838,386,3,2,,,0,0,0,31,11,56,,,0.6,93,1337,0,0.78,,77.5,86.3,68.6,30,330,29.1,35
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-06,6.7,1439,601,14,6,,,0,0,0,30,29,71,,,2.65,100,1337,0,4.7,,85,94.1,75.9,40,40,28,35
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-07,5.1,2032,593,18,12,,,0,0,0,31,25,74,,,3.52,100,0,0,13,,84.1,91.7,76.6,330,210,23.9,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-08,5.6,2724,691,8,3,,,0,0,0,31,31,73,,,0.68,99,0,0,1.61,,87.3,96,78.7,70,310,31.1,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-09,7.6,3126,403,8,7,,,0,0,0,30,9,62,,,6.25,93,0,0,13.27,,78.4,86.6,70.2,160,120,36.9,49
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-10,6.7,3293,166,2,1,,,0,0,0,28,0,44,,,0.2,87,29,29,0.22,,69.4,79.9,58.9,20,310,28,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-11,9.2,3391,98,8,4,,,0,0,0,20,0,37,,,1.81,86,155,126,3.18,,64.1,73.3,54.9,10,360,30,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2011-12,8.1,3426,35,8,5,,,0,0,0,13,0,34,,,0.41,80,414,259,1.3,,57.8,66.3,49.3,290,280,32,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-01,8.7,60,60,7,3,,,0,1,0,18,0,32,,,1.32,81,603,189,1.81,,60.8,70.3,51.3,210,210,28,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-02,9.4,106,46,10,8,,,0,0,0,14,0,33,,,2.28,83,763,161,4.73,,61.1,68.2,53.9,340,220,28,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-03,8.3,308,202,8,6,,,0,0,0,28,0,41,,,3.36,85,788,24,8.1,,70.7,79.6,61.8,160,160,32,47
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-04,8.5,545,237,8,6,,,0,0,0,30,0,53,,,3.4,88,789,1,7.44,,72.9,82,63.8,160,160,34.9,51
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-05,6.5,989,444,8,5,,,0,0,0,31,11,65,,,0.79,94,789,0,1.77,,79.3,87.9,70.7,270,270,33.1,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-06,7.4,1516,527,8,5,,,0,0,0,30,16,65,,,1.37,98,789,0,3.19,,82.6,90.2,74.9,30,10,30,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-07,5.1,2079,562,17,13,,,0,0,0,31,20,71,,,3.57,96,0,0,11.59,,83.1,90.8,75.5,210,170,33.1,46
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-08,7.6,2614,535,20,16,,,0,0,0,31,17,71,,,7.86,95,0,0,18.62,,82.3,89.1,75.4,30,80,53,75
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-09,6.5,3080,465,9,6,,,0,0,0,30,11,67,,,1.38,94,0,0,3.03,,80.5,87.7,73.3,260,260,32,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-10,7.4,3270,190,1,1,,,0,0,0,27,0,47,,,0.4,87,29,29,0.4,,70.2,79.8,60.6,10,20,25.1,32
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-11,6.9,3303,33,5,5,,,0,0,0,15,0,40,,,0.86,84,200,170,2.48,,60.5,70.5,50.4,340,350,31.1,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2012-12,8.5,3337,34,11,6,,,0,0,0,17,0,35,,,2.3,80,423,223,5.13,,58.9,68.3,49.5,240,300,32,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-01,9.2,23,23,14,10,,,0,0,0,13,0,37,,,1.7,78,706,284,6.59,,56.6,64.5,48.7,310,330,29.1,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-02,8.9,30,6,14,8,,,0,0,0,6,0,37,,,1.9,76,916,210,7.22,,57.7,65.6,49.9,160,20,30,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-03,9.4,62,33,6,2,,,0,0,0,16,0,35,,,0.64,83,1132,215,1.08,,59.1,69.1,49.1,340,340,30,44
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-04,9.6,192,130,10,8,,,0,0,0,26,0,48,,,3.12,84,1166,34,11.62,,68.2,76.4,60,340,360,44.1,59
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-05,8.1,475,283,7,5,,,0,0,0,30,0,46,,,2.88,89,1183,18,8.23,,73.5,81.4,65.7,280,290,35.1,43
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-06,6,1009,535,12,8,,,0,0,0,30,19,70,,,1.8,95,1183,0,4.39,,82.8,90.4,75.3,200,20,31.1,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-07,6.3,1547,538,11,8,,,0,0,0,31,18,73,,,1.03,93,0,0,3.97,,82.3,89.1,75.6,300,80,25.9,36
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-08,5.6,2096,549,13,10,,0,0,0,0,31,17,69,,0,1.74,97,0,0,7.22,0,82.7,90,75.4,350,260,25.1,32
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-09,5.6,2598,502,12,9,,0,0,0,0,30,19,67,,0,2.53,94,0,0,8.68,0,81.7,89.5,73.9,150,160,30,37
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-10,6.7,2852,254,8,5,,,0,0,0,30,1,51,,,1.24,90,6,6,2.29,,73,80.6,65.4,190,180,25.1,33
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-11,9.6,2898,46,8,4,,,0,1,0,17,0,32,,,1.09,82,207,202,1.89,,59.8,68,51.7,20,10,31.1,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2013-12,8.9,2940,41,11,7,,,0,0,0,10,0,35,,,1.23,82,552,345,3.2,,55.2,62.9,47.5,170,170,30,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-01,9.2,0,0,9,6,,,0,9,0,2,0,24,,,0.91,74,1108,556,2.72,,47.1,57.1,37,10,340,29.1,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-02,9.6,23,23,12,10,,,0,0,0,15,0,34,,,1.49,80,1379,271,6.3,,56.1,65.4,46.9,300,310,32,42
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-03,8.9,42,19,9,7,,,0,0,0,17,0,35,,,2.59,79,1573,194,5.26,,59.4,68.1,50.6,330,330,32,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-04,10.5,196,154,9,6,,,0,0,0,26,0,46,,,1.25,86,1616,42,2.31,,68.7,77.2,60.2,340,320,32,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-05,8.7,508,312,9,5,,,0,0,0,31,0,54,,,3.54,89,1616,0,8.35,,75.1,83.9,66.2,30,30,33.1,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-06,6.9,1005,496,11,8,,,0,0,0,30,18,69,,,1.65,93,1616,0,8.03,,81.6,89,74.1,220,290,35.1,49
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-07,6.3,1545,540,11,7,,,0,0,0,31,18,70,,,1.26,95,0,0,4.5,,82.4,89.9,74.9,300,300,35.1,52
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-08,6.3,2144,599,12,9,,,0,0,0,31,26,72,,,1.51,96,0,0,5.5,,84.3,92.1,76.5,190,190,31.1,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-09,6.5,2641,497,12,4,,,0,0,0,30,15,67,,,1.66,95,0,0,3.85,,81.6,88.9,74.3,250,320,25.1,33
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-10,7.4,2878,237,4,4,,,0,0,0,31,1,52,,,0.86,91,2,2,1.83,,72.6,82.1,63.1,240,220,36.9,48
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-11,9.8,2907,28,4,3,,,0,1,0,14,0,31,,,1.04,81,241,238,2.14,,58,67.7,48.3,250,240,31.1,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2014-12,7.8,2936,30,8,5,,,0,0,0,11,0,38,,,1.69,81,459,219,3.96,,58.9,67.1,50.7,200,190,36.9,47
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-01,9.2,7,7,9,6,,,0,1,0,5,0,25,,,2.17,77,871,412,5.67,,51.9,60.8,43.1,10,10,30,39
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-02,10.5,16,8,9,4,,,0,1,0,7,0,30,,,0.96,79,1234,363,2.04,,52.4,61.3,43.4,180,190,30,36
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-03,8.1,132,116,14,9,,,0,1,0,25,0,31,,,2.27,86,1307,73,6.37,,66.4,74.9,57.9,10,20,30,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-04,8.3,391,259,15,12,,,0,0,0,30,0,56,,,3.35,86,1307,0,11.98,,73.6,80.8,66.5,300,290,53.9,70
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-05,7.6,802,411,12,10,,,0,0,0,31,2,62,,,2.98,91,1307,0,9.14,,78.3,86,70.5,300,300,44.1,55
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-06,6.7,1325,522,10,6,,,0,0,0,30,21,69,,,1.15,93,1307,0,3.75,,82.4,89.8,75,260,240,32,47
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-07,7.2,1962,637,11,7,,,0,0,0,31,31,72,,,1.17,99,0,0,4.17,,85.6,94,77.1,20,30,42.9,53
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-08,7.2,2579,617,8,6,,,0,0,0,31,25,69,,,0.89,98,0,0,3.28,,84.9,92.7,77.1,80,90,25.9,36
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-09,6.9,3044,465,8,4,,,0,0,0,30,10,61,,,1.18,96,0,0,2.72,,80.5,87.7,73.3,180,190,29.1,37
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-10,8.9,3303,259,3,3,,,0,0,0,29,2,57,,,8.67,92,2,2,9.54,,73.3,81.2,65.3,150,160,35.1,46
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-11,9.2,3422,119,8,6,,,0,0,0,22,0,42,,,2.28,86,61,59,6.25,,67,74,60,20,150,36.9,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2015-12,9.8,3530,107,12,9,,,0,0,0,21,0,41,,,1.86,83,180,119,6.46,,64.6,72.1,57.1,160,170,32,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-01,9.8,4,4,13,8,,,0,0,0,10,0,33,,,1.15,77,527,347,4.41,,53.9,62.4,45.5,320,320,31.1,43
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-02,9.4,33,29,6,4,,,0,0,0,17,0,36,,,1.61,79,733,205,3.72,,58.9,68.7,49.1,310,200,35.1,46
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-03,10.7,170,137,10,7,,,0,0,0,27,0,44,,,1.98,85,774,41,6.37,,68.1,75.8,60.3,180,180,44.1,57
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-04,9.4,368,198,9,8,,,0,0,0,30,0,51,,,4,87,777,3,9.89,,71.5,79.1,63.9,10,360,33.1,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-05,7.8,756,387,8,4,,,0,0,0,31,5,59,,,1.98,92,777,0,4.95,,77.5,85.1,69.9,250,260,40,49
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-06,6.3,1332,576,14,12,,,0,0,0,30,25,72,,,2.53,100,777,0,9.78,,84.2,92,76.4,340,350,29.1,35
